Provider_Number,FY_2014_Readmissions ,Number_of_Pneumonia_Cases,Excess_Readmission_Ratio_Pneumonia,No_of_Heart_Failure_Cases,Excess_Readmission_Ratio_Heart_Failure,No_Acute_Myocardial_Infarction_Cases,Acute_Myocardial_Infarction
450723,0.9993,356,0.887775,499,0.861514,141,1.051139
450730,0.9999,149,0.982034,186,0.981578,61,1.007268
450742,0.9998,251,0.993639,189,0.980122,53,1.017082
450743,0.9961,454,0.974208,302,0.877480,122,1.153324
450746,1.0000,23,0.000000,17,0.000000,1,0.000000
450747,0.9981,288,1.034369,142,0.938876,41,0.980022
450749,0.9893,77,1.066827,73,1.065453,0,0.000000
450754,0.9978,181,1.019002,212,1.013394,20,0.000000
450755,1.0000,100,0.944936,65,0.987826,2,0.000000
450766,1.0000,5,0.000000,2,0.000000,0,0.000000
450770,1.0000,13,0.000000,11,0.000000,9,0.000000
450771,0.9979,277,0.933912,341,1.032830,154,1.070826
450774,1.0000,0,0.000000,0,0.000000,0,0.000000
450775,0.9980,312,0.969384,494,1.047773,181,0.947767
450779,1.0000,354,0.961798,356,0.900934,64,0.974072
450780,1.0000,0,0.000000,0,0.000000,0,0.000000
450788,0.9956,526,1.019941,614,0.932701,255,1.153329
450795,0.9997,30,1.007099,29,1.008561,13,0.000000
450796,1.0000,0,0.000000,0,0.000000,0,0.000000
450797,1.0000,0,0.000000,0,0.000000,0,0.000000
450801,0.9994,693,0.962537,874,0.949287,467,1.018809
450803,1.0000,80,0.908490,70,0.975130,20,0.000000
450804,1.0000,0,0.000000,0,0.000000,0,0.000000
450808,1.0000,0,0.000000,0,0.000000,0,0.000000
450809,1.0000,379,0.981171,399,0.914172,188,0.933818
450813,1.0000,13,0.000000,34,0.994285,1,0.000000
450820,0.9993,406,0.861772,411,1.023544,188,0.987733
450822,0.9991,63,0.922777,85,0.954398,34,1.040625
450825,1.0000,4,0.000000,1,0.000000,0,0.000000
450827,1.0000,90,0.972511,33,0.956540,1,0.000000
450828,1.0000,257,0.945581,215,0.944618,49,0.961909
450831,1.0000,0,0.000000,0,0.000000,0,0.000000
450832,0.9977,194,0.987993,303,0.992057,131,1.054575
450833,0.9982,178,0.967235,109,1.042361,8,0.000000
450834,1.0000,5,0.000000,0,0.000000,0,0.000000
450839,0.9904,75,1.083168,59,1.124131,2,0.000000
450840,0.9968,150,1.054659,109,1.026715,9,0.000000
450841,1.0000,51,1.000038,15,0.000000,4,0.000000
450844,0.9982,265,0.963071,284,1.059448,222,1.001402
450845,1.0000,0,0.000000,0,0.000000,0,0.000000
450847,0.9997,363,0.945805,246,0.922853,43,1.057845
450848,0.9986,115,0.877597,91,1.054119,18,0.000000
450851,1.0000,7,0.000000,227,0.944617,385,0.811138
450853,1.0000,8,0.000000,3,0.000000,0,0.000000
450855,0.9998,268,0.928205,280,0.987648,131,1.007036
450856,1.0000,0,0.000000,0,0.000000,0,0.000000
450860,1.0000,0,0.000000,0,0.000000,0,0.000000
450862,1.0000,275,0.965237,301,0.962129,100,0.989013
450864,1.0000,0,0.000000,0,0.000000,0,0.000000
450865,0.9949,36,1.058395,6,0.000000,0,0.000000
450867,0.9989,191,1.027040,110,0.949997,7,0.000000
450869,0.9989,381,0.899430,670,1.033908,321,0.987331
450871,1.0000,1,0.000000,0,0.000000,0,0.000000
450872,1.0000,7,0.000000,4,0.000000,0,0.000000
450874,1.0000,0,0.000000,0,0.000000,0,0.000000
450875,1.0000,0,0.000000,0,0.000000,0,0.000000
450876,0.9992,193,0.946441,747,1.009946,421,0.886312
450877,0.9985,136,1.001412,111,1.019917,30,1.019486
450880,1.0000,0,0.000000,0,0.000000,0,0.000000
450883,1.0000,2,0.000000,1,0.000000,0,0.000000
450884,1.0000,63,0.978046,108,0.987476,17,0.000000
450885,0.9986,133,0.950307,161,0.993137,69,1.070922
450886,1.0000,0,0.000000,0,0.000000,0,0.000000
450888,1.0000,0,0.000000,0,0.000000,0,0.000000
450889,1.0000,0,0.000000,0,0.000000,0,0.000000
450890,0.9997,260,1.005384,251,1.009835,30,1.008892
450891,1.0000,0,0.000000,0,0.000000,0,0.000000
450893,1.0000,0,0.000000,0,0.000000,0,0.000000
450894,1.0000,0,0.000000,0,0.000000,0,0.000000
460001,1.0000,249,0.857997,311,0.887122,324,0.839122
460003,0.9995,57,0.990796,93,0.902414,47,1.019448
460004,1.0000,278,0.897639,255,0.754310,219,0.962260
460005,1.0000,163,0.993662,91,0.898279,56,0.909770
460006,1.0000,125,0.875661,76,0.971663,4,0.000000
460007,1.0000,138,0.897956,38,0.935247,21,0.000000
460009,1.0000,170,0.908999,243,0.942586,181,0.955161
460010,1.0000,268,0.896866,531,0.785735,407,0.847205
460011,1.0000,147,0.817167,45,0.995410,2,0.000000
460013,1.0000,145,0.942388,60,0.902186,38,0.947184
460014,0.9998,88,0.853491,66,1.006319,12,0.000000
460015,1.0000,107,0.965464,78,0.928378,23,0.000000
460017,1.0000,36,0.999141,9,0.000000,0,0.000000
460019,0.9971,79,1.018916,57,1.038190,1,0.000000
460021,1.0000,458,0.929611,361,0.776882,397,0.844150
460023,1.0000,125,0.876882,65,0.968345,5,0.000000
460026,0.9992,78,0.919454,29,1.024182,3,0.000000
460030,1.0000,65,0.962911,39,0.900611,2,0.000000
460033,1.0000,37,0.952730,14,0.000000,3,0.000000
460035,1.0000,62,0.974370,24,0.000000,6,0.000000
460039,1.0000,31,0.954471,15,0.000000,4,0.000000
460041,1.0000,167,0.946710,127,0.890257,63,0.960550
460042,1.0000,248,0.867973,74,0.920712,58,0.958912
460043,1.0000,0,0.000000,0,0.000000,0,0.000000
460044,1.0000,132,0.974506,71,0.942867,6,0.000000
460047,1.0000,427,0.864460,280,0.978549,138,0.925599
460049,1.0000,0,0.000000,0,0.000000,0,0.000000
460051,0.9998,205,0.945997,174,1.007121,82,0.978321
460052,0.9997,64,1.012647,40,1.001621,58,0.961262
460054,1.0000,15,0.000000,8,0.000000,1,0.000000
460057,1.0000,10,0.000000,15,0.000000,0,0.000000
460058,1.0000,57,0.917588,13,0.000000,2,0.000000
470001,1.0000,348,0.834702,172,0.910362,28,0.920782
470003,0.9998,615,1.013632,785,0.921950,841,0.872398
470005,0.9989,525,0.897372,273,1.046599,95,0.977943
470011,1.0000,152,0.981719,63,0.977820,19,0.000000
470012,1.0000,471,0.994099,283,0.985228,44,0.957084
470024,1.0000,285,0.888238,108,0.939589,45,0.892197
490001,0.9898,251,1.160153,125,1.030505,9,0.000000
490002,0.9800,336,1.216641,150,1.076985,10,0.000000
490004,0.9924,809,1.051226,988,1.032903,411,1.114789
490005,1.0000,961,0.991070,1316,0.933650,626,0.890317
490007,1.0000,321,0.960703,994,0.998478,521,0.969529
490009,0.9971,342,1.026735,662,0.938080,507,1.142163
490011,0.9994,182,1.033328,396,0.924338,154,0.883461
490012,0.9918,192,1.121082,108,1.031535,16,0.000000
490013,0.9998,194,1.007594,339,0.969508,78,0.962298
490017,0.9978,280,1.003029,560,0.941692,290,1.078435
490018,1.0000,465,0.979578,657,0.906966,269,0.872586
490019,0.9875,249,1.141684,189,1.224643,39,1.020565
490020,0.9973,148,1.016421,266,1.057310,46,1.009073
490021,0.9930,807,1.069005,1497,0.956060,771,1.182585
490022,0.9928,746,1.044631,1039,1.086304,488,1.113125
490023,0.9894,341,1.146738,307,1.117512,57,1.003154
490024,0.9995,661,1.040737,1136,0.897341,1398,0.995819
490027,0.9948,111,1.031007,128,1.093454,14,0.000000
490032,0.9964,146,1.044959,432,1.073645,249,1.124259
490033,0.9973,163,1.044592,121,1.006520,15,0.000000
490037,0.9968,190,0.962535,210,1.051855,44,1.118044
490038,0.9987,242,1.018761,164,0.943751,44,0.969715
490040,1.0000,416,0.970904,625,0.975306,249,0.990544
490041,1.0000,231,0.959937,321,0.960505,110,0.997667
490042,0.9959,302,1.114530,280,0.986083,34,1.000388
490043,0.9977,464,1.012582,464,1.040085,149,0.851981
490044,0.9990,317,1.016931,526,1.014487,107,0.937293
490045,1.0000,377,0.939624,282,0.972638,109,0.943619
490046,0.9985,510,1.044882,729,0.902980,125,1.063370
490048,0.9919,627,0.955456,823,1.018959,479,1.238329
490050,1.0000,471,0.951224,454,0.851820,174,0.869937
490052,1.0000,350,0.943372,641,0.944106,372,0.924270
490053,0.9892,425,1.136042,310,1.094755,114,1.136039
490057,0.9978,607,1.029722,758,1.039028,310,0.915897
490059,0.9959,442,1.122753,728,1.016993,315,1.085204
490060,0.9867,174,1.115014,284,1.195659,46,1.029737
490063,0.9999,722,0.880836,1188,1.004973,856,0.967337
490066,0.9990,372,0.862717,527,0.994890,149,1.059385
490067,0.9903,394,1.069058,608,1.165666,312,1.086515
490069,0.9995,345,1.034222,813,0.989845,348,0.991940
490075,0.9883,382,1.135423,563,1.217931,175,1.051120
490077,0.9976,631,1.077264,575,1.004419,259,0.970685
490079,0.9981,375,0.965739,346,1.024368,130,1.054886
490084,0.9958,120,0.883437,196,1.073161,33,1.013223
490088,0.9959,148,0.904700,123,1.074747,16,0.000000
490089,0.9997,176,0.971200,140,1.004728,26,0.936895
490090,0.9929,205,1.162635,239,1.042366,38,1.022954
490092,0.9944,234,1.030447,150,1.073104,29,0.963476
490093,0.9956,372,1.182489,453,0.929201,117,1.042680
490094,1.0000,28,0.993347,40,0.970643,3,0.000000
490097,0.9830,201,1.142503,218,1.118978,50,1.125585
490098,0.9999,154,1.006204,336,0.947588,65,0.985694
490101,0.9978,342,1.024793,341,1.042481,44,1.101597
490105,1.0000,6,0.000000,0,0.000000,0,0.000000
490106,1.0000,0,0.000000,0,0.000000,0,0.000000
490107,0.9998,269,0.993648,327,0.915716,100,1.025118
490109,1.0000,6,0.000000,1,0.000000,0,0.000000
490110,0.9962,216,1.082655,149,1.051582,62,1.024903
490111,0.9986,207,1.025619,166,0.955897,44,0.932946
490112,0.9996,577,0.927805,1175,0.922651,487,1.017406
490113,1.0000,233,0.991920,464,0.998007,108,1.001724
490114,0.9940,92,1.092368,130,0.968545,51,1.160075
490115,0.9994,347,1.008913,235,0.998198,20,0.000000
490116,0.9849,260,1.077087,215,1.223676,64,1.121715
490117,0.9963,101,1.052375,58,0.990415,11,0.000000
490118,1.0000,539,0.878626,953,0.963193,329,0.966848
490119,1.0000,289,0.975360,342,0.890120,63,0.917560
490120,0.9974,623,1.056891,705,1.026173,258,0.976443
490122,0.9985,231,1.063143,372,0.992638,63,1.069876
490123,1.0000,175,0.927820,97,0.928022,13,0.000000
490126,0.9935,241,1.134523,230,0.856179,20,0.000000
490127,0.9960,135,1.063758,107,0.981389,21,0.000000
490130,0.9987,266,0.976620,270,1.027862,49,0.932294
490134,1.0000,1,0.000000,0,0.000000,0,0.000000
490135,1.0000,2,0.000000,2,0.000000,0,0.000000
490136,0.9963,200,1.049307,420,0.960444,135,1.166005
490140,1.0000,138,0.915680,140,0.946606,32,0.979158
490141,0.9967,76,1.063898,98,0.968799,38,1.078491
500001,1.0000,308,0.921422,408,0.884518,138,0.963453
500002,1.0000,153,0.869724,145,0.955517,49,0.973794
500003,0.9994,310,1.020796,311,0.968094,182,0.981400
500005,0.9986,257,0.984467,352,1.078776,163,0.944295
500007,0.9976,196,1.044143,105,0.977786,28,1.071591
500008,0.9989,128,1.021510,233,1.030997,91,1.065859
500011,1.0000,276,0.908672,228,0.905310,61,0.970621
500012,0.9996,169,1.025748,321,1.001798,303,0.993716
500014,0.9988,318,0.939501,556,0.874445,477,1.035529
500015,0.9925,305,1.045013,307,1.150414,89,1.018409
500016,1.0000,272,0.927556,374,0.803976,258,0.767509
500019,0.9998,220,0.923815,310,0.879296,39,1.032015
500021,1.0000,263,0.927369,245,0.988235,54,0.963086
500024,1.0000,369,0.907659,627,0.814497,559,0.831230
500025,1.0000,35,0.926665,607,0.983272,374,0.935181
500026,0.9971,316,0.955170,236,1.006727,134,1.148905
500027,0.9992,533,1.031913,324,1.033042,26,0.988841
500030,1.0000,603,0.903626,475,0.875670,406,0.834734
500031,0.9964,245,0.960953,507,1.065619,38,0.918998
500033,1.0000,131,0.993035,80,0.933534,17,0.000000
500036,1.0000,533,0.955824,528,0.890817,192,0.997108
500037,0.9942,51,1.030614,66,1.081207,13,0.000000
500039,1.0000,552,0.951747,571,0.916316,418,0.974036
500041,1.0000,365,0.934576,264,0.947518,104,0.959918
500044,0.9988,362,1.004457,442,1.037322,317,0.913281
500049,1.0000,62,0.915747,82,0.981662,23,0.000000
500050,0.9964,383,1.045277,642,0.936174,357,1.095745
500051,0.9986,408,0.956985,586,1.046193,217,0.867943
500052,1.0000,0,0.000000,0,0.000000,0,0.000000
500053,0.9965,253,0.963431,233,1.090048,26,1.033821
500054,1.0000,392,0.935511,683,0.893232,775,0.666265
500058,1.0000,361,0.879194,429,0.976824,408,0.798721
500060,1.0000,90,0.941702,57,0.990611,10,0.000000
500064,0.9997,104,1.069159,134,0.908454,51,0.948085
500072,1.0000,388,0.872818,273,0.842950,65,0.911752
500077,1.0000,311,0.857298,316,0.865526,126,0.852058
500079,0.9961,530,1.069837,661,1.006960,249,1.089341
500084,0.9993,70,0.971767,55,1.017959,7,0.000000
500088,0.9978,485,1.036251,545,1.046288,228,0.916962
500108,0.9977,261,0.952212,525,0.990018,367,1.086222
500119,0.9989,380,0.990959,243,1.036699,31,0.950913
500124,1.0000,306,0.811729,426,0.870851,245,0.959586
500129,0.9975,341,1.069480,626,1.061555,294,0.957529
500139,1.0000,120,0.963919,115,0.996597,50,0.962687
500141,0.9986,214,0.998989,352,1.046240,115,0.982742
500148,1.0000,34,0.958388,12,0.000000,0,0.000000
500150,0.9973,297,1.078553,332,0.994327,50,1.029988
500151,0.9995,289,1.017107,266,0.985157,55,0.943861
500152,1.0000,15,0.000000,19,0.000000,6,0.000000
510001,0.9963,364,1.132894,392,1.116051,376,1.003920
510002,0.9943,480,1.067655,209,0.999719,21,0.000000
510006,0.9986,687,1.001955,509,1.044243,290,0.993148
510007,0.9995,760,1.009501,810,0.901448,610,1.004920
510008,0.9989,337,0.985478,310,1.032962,121,0.941837
510012,0.9966,219,1.023487,162,1.051921,25,1.018122
510013,0.9981,157,1.026385,170,0.951661,45,1.030225
510022,0.9956,912,1.086800,1100,0.919539,1213,1.064139
510023,0.9969,448,0.972493,297,1.062630,56,1.027339
510024,0.9986,214,1.030408,439,1.027389,375,1.004665
510029,1.0000,527,0.950649,396,0.994493,125,0.961808
510030,0.9913,300,1.078953,255,1.139372,52,0.909071
510031,0.9992,152,1.028408,141,0.876935,35,0.999033
510038,0.9854,188,1.183976,122,1.101318,18,0.000000
510039,0.9969,160,1.037418,139,1.044484,54,1.051920
510046,0.9915,455,1.135609,363,1.071866,78,1.073490
510047,0.9973,285,0.952911,387,1.043958,86,0.935419
510048,0.9852,371,1.253826,286,1.116115,24,0.000000
510050,0.9895,500,1.094055,274,0.995982,282,1.089222
510053,0.9996,96,0.958790,52,1.013764,15,0.000000
510055,0.9991,274,0.995874,247,1.063919,38,0.983769
510058,0.9950,817,0.995725,816,1.126506,389,0.983758
510062,0.9946,187,1.082644,200,1.163532,16,0.000000
510070,0.9878,413,1.255626,435,1.003282,246,1.278169
510071,0.9980,260,1.032843,272,1.031892,55,0.929472
510072,0.9993,177,0.928531,72,1.011103,25,1.002839
510077,0.9962,89,1.035666,92,1.073855,6,0.000000
510082,1.0000,185,0.974488,80,0.932905,14,0.000000
510085,1.0000,139,0.995075,123,0.966242,13,0.000000
510086,0.9970,71,1.035132,20,0.000000,4,0.000000
520002,0.9950,268,1.041108,179,1.075175,30,0.936809
520004,0.9987,292,1.043197,245,0.847303,120,0.889489
520008,0.9974,547,1.024130,825,1.038894,257,1.025782
520009,0.9996,145,1.017168,156,0.854298,94,0.956212
520011,1.0000,135,0.931737,136,0.905649,11,0.000000
520013,1.0000,281,0.896248,274,0.933229,209,0.926587
520017,1.0000,121,0.962295,88,0.953457,11,0.000000
520019,1.0000,169,0.945215,167,0.922263,24,0.000000
520021,0.9965,374,1.103653,562,1.021753,139,0.974694
520027,1.0000,308,0.959664,377,0.852241,245,0.932531
520028,1.0000,326,0.933312,203,0.886583,29,0.947264
520030,1.0000,345,0.948099,643,0.846820,287,0.782529
520033,1.0000,97,0.963391,167,0.924457,22,0.000000
520034,0.9998,110,0.896657,95,0.870358,59,1.007599
520035,1.0000,169,0.923083,180,0.748057,58,0.986218
520037,0.9977,305,1.053607,476,1.061072,345,0.896238
520038,1.0000,136,0.916498,151,0.906398,52,0.941632
520041,1.0000,150,0.983747,115,0.921494,8,0.000000
520044,1.0000,129,0.945925,134,0.977993,39,0.983128
520045,0.9991,114,1.044206,182,0.947287,52,1.024576
520048,1.0000,134,0.963800,142,0.902262,60,0.989088
520049,1.0000,158,0.976609,333,0.837399,336,0.757287
520051,1.0000,270,0.968733,401,0.933064,161,0.969698
520057,1.0000,165,0.917721,111,0.921813,3,0.000000
520059,1.0000,218,0.923222,195,0.973387,40,0.967643
520062,1.0000,128,0.928676,168,0.945470,40,0.982938
520063,0.9941,237,1.109920,160,0.931992,17,0.000000
520066,1.0000,339,0.938548,362,0.975043,170,0.936145
520070,1.0000,339,0.868442,547,0.812453,242,0.916117
520071,0.9986,171,1.037778,149,0.973994,19,0.000000
520075,0.9992,139,1.010776,258,0.867585,218,1.021408
520076,1.0000,148,0.885873,150,0.945000,25,0.957193
520078,0.9980,216,0.937038,334,0.996482,156,1.069393
520083,1.0000,571,0.912658,631,0.933175,427,0.807663
520087,1.0000,225,0.843114,245,0.875452,301,0.878353
520088,1.0000,282,0.872847,191,0.874048,158,0.852528
520089,1.0000,496,0.986694,655,0.905833,359,0.912418
520091,1.0000,162,0.959992,156,0.945720,21,0.000000
520095,1.0000,56,0.922696,49,0.910447,3,0.000000
520096,0.9973,468,1.010476,716,1.051345,196,1.018072
520097,0.9998,97,0.936533,197,0.986286,99,1.005680
520098,1.0000,396,0.994024,428,0.914059,391,0.933043
520100,1.0000,184,0.887376,303,0.910548,119,0.915681
520102,1.0000,278,0.875552,152,0.875148,29,0.972735
520103,0.9982,418,1.025982,345,0.960073,153,1.039229
520107,0.9994,142,0.900563,164,1.015652,75,1.004900
520109,0.9955,147,1.067177,81,0.952268,18,0.000000
520113,0.9989,249,1.028129,327,0.944558,143,0.994139
520116,0.9997,193,0.960225,110,0.960510,34,1.025342
520136,0.9971,234,1.060599,551,0.894929,244,1.073234
520138,1.0000,1055,0.935895,1796,0.930363,1087,0.854436
520139,0.9994,438,0.935012,367,1.025574,116,0.944301
520160,1.0000,282,0.823521,344,0.776530,211,0.870813
520177,0.9991,396,1.062128,564,1.017365,161,0.935935
520189,1.0000,260,0.966458,136,0.944515,16,0.000000
520193,0.9996,101,0.899267,156,0.928857,134,1.014717
520194,1.0000,0,0.000000,0,0.000000,0,0.000000
520195,1.0000,0,0.000000,0,0.000000,0,0.000000
520196,1.0000,0,0.000000,0,0.000000,0,0.000000
520198,0.9999,130,0.904299,116,0.934228,38,1.003786
520202,1.0000,78,0.957709,205,0.906559,236,0.949099
520204,1.0000,107,0.975672,79,0.893583,7,0.000000
520205,1.0000,0,0.000000,0,0.000000,0,0.000000
520206,1.0000,64,0.970493,65,0.936771,32,0.939161
520207,1.0000,98,0.970181,82,0.939545,60,0.950675
520208,1.0000,19,0.000000,10,0.000000,4,0.000000
530002,0.9974,129,0.889734,119,1.050798,12,0.000000
530006,0.9999,166,0.932210,82,1.002623,14,0.000000
530008,1.0000,105,0.922862,85,0.950890,12,0.000000
530010,1.0000,121,0.897743,77,0.972935,7,0.000000
530011,1.0000,44,0.943185,61,0.995379,4,0.000000
530012,1.0000,417,0.897849,329,0.889583,344,0.887284
530014,0.9997,385,0.945394,361,0.891888,226,1.010759
530015,1.0000,66,0.942067,51,0.953053,6,0.000000
530025,0.9997,138,0.965446,50,1.016972,12,0.000000
530032,1.0000,48,0.977836,17,0.000000,2,0.000000
530033,1.0000,25,0.934880,7,0.000000,1,0.000000
670002,0.9983,61,0.957488,105,1.044721,5,0.000000
670004,0.9975,236,0.991909,166,1.047392,11,0.000000
670005,1.0000,0,0.000000,0,0.000000,0,0.000000
670006,1.0000,86,0.970304,44,0.972029,11,0.000000
670008,1.0000,0,0.000000,0,0.000000,0,0.000000
670012,1.0000,0,0.000000,0,0.000000,0,0.000000
670018,1.0000,4,0.000000,17,0.000000,0,0.000000
670019,1.0000,23,0.000000,30,0.937634,3,0.000000
670021,1.0000,0,0.000000,0,0.000000,0,0.000000
670023,0.9981,222,1.056948,272,0.891834,158,0.953335
670024,1.0000,465,0.979011,351,0.921733,174,0.859011
670025,0.9981,12,0.000000,351,0.884700,213,1.049808
670029,1.0000,1,0.000000,1,0.000000,0,0.000000
670031,1.0000,135,0.972562,191,0.915319,25,0.969440
670034,1.0000,203,0.931116,145,0.852810,90,0.885147
670041,1.0000,216,0.931033,209,0.960509,118,0.901949
670043,0.9948,158,1.094639,105,1.038851,7,0.000000
670044,0.9980,189,0.886569,152,1.059586,10,0.000000
670046,1.0000,0,0.000000,0,0.000000,0,0.000000
670047,0.9981,205,1.060178,156,0.949868,58,0.968519
670049,1.0000,0,0.000000,0,0.000000,0,0.000000
670050,1.0000,41,0.990598,26,0.977565,0,0.000000
670052,0.9961,94,1.037732,44,1.034288,11,0.000000
670053,0.9995,84,0.968504,81,0.981777,39,1.038325
670054,1.0000,0,0.000000,0,0.000000,0,0.000000
670055,0.9992,221,1.039294,252,0.979180,96,0.967611
670056,0.9956,178,1.076717,122,0.980721,71,1.081865
670058,1.0000,1,0.000000,0,0.000000,0,0.000000
670059,1.0000,2,0.000000,11,0.000000,2,0.000000
670060,0.9974,84,1.054711,190,0.967346,71,1.054824
670061,1.0000,2,0.000000,0,0.000000,0,0.000000
670062,1.0000,0,0.000000,0,0.000000,0,0.000000
670063,1.0000,10,0.000000,0,0.000000,0,0.000000
670064,1.0000,4,0.000000,0,0.000000,0,0.000000
670066,1.0000,4,0.000000,2,0.000000,0,0.000000
670067,1.0000,0,0.000000,0,0.000000,0,0.000000
670068,0.9966,120,1.043128,65,1.038193,10,0.000000
670069,1.0000,1,0.000000,0,0.000000,0,0.000000
670071,0.9921,1,0.000000,59,0.925959,60,1.065111
670072,1.0000,0,0.000000,0,0.000000,0,0.000000
670073,1.0000,0,0.000000,1,0.000000,0,0.000000
670075,1.0000,47,0.997541,50,0.998228,10,0.000000
670076,1.0000,0,0.000000,0,0.000000,0,0.000000
670077,0.9992,39,1.027562,40,1.007275,32,0.974373
670078,1.0000,2,0.000000,0,0.000000,0,0.000000
670079,1.0000,3,0.000000,3,0.000000,1,0.000000
670080,1.0000,0,0.000000,0,0.000000,0,0.000000
